"","spp.abb","AphiaID","AphiaID_acc","Species","Genus","Family","Order","Class","Phylum","Body_Size.value","MovementMethod-burrower","MovementMethod-crawler","MovementMethod-floater","MovementMethod-motile","MovementMethod-permanent_attachment","MovementMethod-sessile","MovementMethod-swimmer","MovementMethod-temporary_attachment","MovementMethod-tube-dwelling","Feeding_Method-browser","Feeding_Method-deposit_feeder","Feeding_Method-filter_feeder","Feeding_Method-grazer","Feeding_Method-predator","Feeding_Method-scavenger","Feeding_Method-suspension_feeder","Sociability-colonial","Sociability-gregarious","Sociability-solitary","Sociability-sometimes_gregarious","Lifespan","Migration-irregular/single_migration","Migration-non-migratory","Migration-regular","Habitat-demersal","Habitat-epifaunal","Habitat-infaunal","Diet-benthic_organisms","Diet-detritus","Diet-macroalgae","Diet-micro-organisms","Diet-omnivore","Diet-plankton","Diet-sediment_particles","Diet-suspended_particles/material","Reproductive_Frequency-annual","Reproductive_Frequency-biannual","Reproductive_Frequency-semelparous","Larval_Feeding_Strategy-lecithotrophic","Larval_Feeding_Strategy-planktotrophic","Reproductive_Period-episodic","Reproductive_Period-protracted","Developmental_Mechanism-benthic_larval_development","Developmental_Mechanism-direct_development","Developmental_Mechanism-fission","Developmental_Mechanism-larval_development","Developmental_Mechanism-oviparous","Developmental_Mechanism-pelagic_larval_development","Reproductive_Timing-1","Reproductive_Timing-2","Reproductive_Timing-3","Reproductive_Timing-4","Reproductive_Timing-5","Reproductive_Timing-6","Reproductive_Timing-7","Reproductive_Timing-8","Reproductive_Timing-9","Reproductive_Timing-10","Reproductive_Timing-11","Reproductive_Timing-12","Age_at_Maturity.value","Larval_Duration.value","Fecundity.value","Size_of_Eggs.value"
"Chamelea gallina","Chmg",141907,141907,"Chamelea gallina","Chamelea","Veneridae","Veneroida","Bivalvia","Mollusca",-0.451382534544771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chthamalus montagui","Chtm",106230,106230,"Chthamalus montagui","Chthamalus","Chthamalidae","Sessilia","Maxillopoda","Arthropoda",-0.394149457785816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.468643458706658,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,-0.50858571395108,-0.483031299273281,-0.272420998897362,NA
"Ciona intestinalis","Cnin",103732,103732,"Ciona intestinalis","Ciona","Cionidae","Phlebobranchia","Ascidiacea","Chordata",0.941288999923126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.648724047005975,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,-0.817003117784547,NA,0.0201359496090819
"Clavelina lepadiformis","Clvl",103552,103552,"Clavelina lepadiformis","Clavelina","Clavelinidae","Aplousobranchia","Ascidiacea","Chordata",-0.475229649861002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.648724047005975,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,-0.50858571395108,-0.817003117784547,-0.272861260333367,NA
"Colus gracilis","Clsg",138899,138899,"Colus gracilis","Colus","Buccinidae","Neogastropoda","Gastropoda","Mollusca",-0.422765996165293,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3.60117783685792,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52044964317193,NA,NA,NA
"Conopeum reticulum","Cnpr",111351,111351,"Conopeum reticulum","Conopeum","Electridae","Cheilostomatida","Gymnolaemata","Bryozoa",-0.484768495987494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,0,0,-0.50858571395108,2.02175733956122,NA,NA
"Corbula gibba","Crbg",139410,139410,"Corbula gibba","Corbula","Corbulidae","Myoida","Bivalvia","Mollusca",-0.475229649861002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.648724047005975,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,1,0,NA,NA,NA,NA
"Corophium volutator","Crpv",102101,102101,"Corophium volutator","Corophium","Corophiidae","Amphipoda","Malacostraca","Arthropoda",-0.413227150038801,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.272863790571505,NA
"Corystes cassivelaunus","Cryc",107277,107277,"Corystes cassivelaunus","Corystes","Corystidae","Decapoda","Malacostraca","Arthropoda",-0.415134919264099,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.468643458706658,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,-0.50858571395108,-0.483031299273281,NA,-1.05868662522521
"Crangon crangon","Crnc",107552,107552,"Crangon crangon","Crangon","Crangonidae","Decapoda","Malacostraca","Arthropoda",0.368958232333579,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,-0.468643458706658,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,2.02175733956122,-0.271737834600113,1.84635598224393
"Crepidula fornicata","Crpf",138963,138963,"Crepidula fornicata","Crepidula","Calyptraeidae","Littorinimorpha","Gastropoda","Mollusca",-0.0125956127261184,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.18051451742775,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,0,NA,0.0179264284936194,-0.271864346507011,NA
"Crossaster papposus","Crsp",124154,124154,"Crossaster papposus","Crossaster","Solasteridae","Valvatida","Asteroidea","Echinodermata",2.75366976395669,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.359727247470203,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.789572296244495,0.0179264284936194,NA,-1.05699568075055
"Dendrodoa grossularia","Dndg",103882,103882,"Dendrodoa grossularia","Dendrodoa","Styelidae","Stolidobranchia","Ascidiacea","Chordata",-0.470460226797756,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.648724047005975,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,-0.967290436114617,-0.272810655570608,0.879135742737325
"Diastylis bradyi","Dstb",110472,110472,"Diastylis bradyi","Diastylis","Diastylidae","Cumacea","Malacostraca","Arthropoda",-0.375071765532831,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,0,1,0,NA,NA,NA,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dichelopandalus bonnieri","Dchb",107643,107643,"Dichelopandalus bonnieri","Dichelopandalus","Pandalidae","Decapoda","Malacostraca","Arthropoda",1.03667746118805,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.468643458706658,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292226045585151,NA,NA,NA
"Distomus variolosus","Dstv",103890,103890,"Distomus variolosus","Distomus","Styelidae","Stolidobranchia","Ascidiacea","Chordata",-0.394149457785816,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-0.648724047005975,NA,NA,NA,0,1,0,0,1,0,0,0,1,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,NA,-0.967290436114617,-0.27287542966694,-1.05801024743534
"Ditrupa arietina","Dtra",130987,130987,"Ditrupa arietina","Ditrupa","Serpulidae","Sabellida","Polychaeta","Annelida",-0.475229649861002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.648724047005975,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,0.0179264284936194,NA,NA
"Echinocardium cordatum","Echc",124392,124392,"Echinocardium cordatum","Echinocardium","Loveniidae","Spatangoida","Echinoidea","Echinodermata",-0.403688303912308,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.359727247470203,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,NA,-0.0198526279661578,NA
"Echinocyamus pusillus","Echp",124273,124273,"Echinocyamus pusillus","Echinocyamus","Echinocyamidae","Clypeasteroida","Echinoidea","Echinodermata",-0.475229649861002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,-0.50858571395108,0.0179264284936194,NA,0.453017735122527
"Echinus esculentus","Eche",124287,124287,"Echinus esculentus","Echinus","Echinidae","Camarodonta","Echinoidea","Echinodermata",-0.321654227224474,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-0.18051451742775,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,-0.292226045585151,0.0179264284936194,4.78759983415855,NA
"Electra pilosa","Elcp",111355,111355,"Electra pilosa","Electra","Electridae","Cheilostomatida","Gymnolaemata","Bryozoa",-0.485245438293819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,-0.272868851047781,-0.0813207188706319
"Escharella immersa","Esci",111484,111484,"Escharella immersa","Escharella","Romancheinidae","Cheilostomatida","Gymnolaemata","Bryozoa",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eteone longa","Etnl",130616,130616,"Eteone longa","Eteone","Phyllodocidae","Phyllodocida","Polychaeta","Annelida",-0.432304842291786,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101419383121436,NA,NA
"Eulalia mustela","Ellm",130631,130631,"Eulalia mustela","Eulalia","Phyllodocidae","Phyllodocida","Polychaeta","Annelida",-0.298760996520892,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eunicella verrucosa","Encv",125366,125366,"Eunicella verrucosa","Eunicella","Gorgoniidae","Alcyonacea","Anthozoa","Cnidaria",-0.150908881560259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.60117783685792,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurydice pulchra","Eryp",118852,118852,"Eurydice pulchra","Eurydice","Cirolanidae","Isopoda","Malacostraca","Arthropoda",-0.481906842149547,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,-0.648724047005975,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27286277847625,NA
"Eusyllis blomstrandi","Esyb",131290,131290,"Eusyllis blomstrandi","Eusyllis","Syllidae","Phyllodocida","Polychaeta","Annelida",-0.375071765532831,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flustra foliacea","Flsf",111367,111367,"Flustra foliacea","Flustra","Flustridae","Cheilostomatida","Gymnolaemata","Bryozoa",-0.394149457785816,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,-0.18051451742775,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,-0.967290436114617,-0.272876188738381,NA
"Funiculina quadrangularis","Fncq",128506,128506,"Funiculina quadrangularis","Funiculina","Funiculinidae","Pennatulacea","Anthozoa","Cnidaria",1.41823130624775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycera alba","Glya",130116,130116,"Glycera alba","Glycera","Glyceridae","Phyllodocida","Polychaeta","Annelida",-0.417996573102047,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glycera lapidum","Glyl",130123,130123,"Glycera lapidum","Glycera","Glyceridae","Phyllodocida","Polychaeta","Annelida",-0.394149457785816,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goniada maculata","Gndm",130140,130140,"Goniada maculata","Goniada","Goniadidae","Phyllodocida","Polychaeta","Annelida",-0.394149457785816,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halichondria bowerbanki","Hlcb",165801,165801,"Halichondria bowerbanki","Halichondria","Halichondriidae","Halichondrida","Demospongiae","Porifera",1.89517361257237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,NA,NA,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA
"Halichondria panicea","Hlcp",165853,165853,"Halichondria panicea","Halichondria","Halichondriidae","Halichondrida","Demospongiae","Porifera",2.84905822522161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.468643458706658,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA
"Hediste diversicolor","Hdsd",152302,152302,"Hediste diversicolor","Hediste","Nereididae","Phyllodocida","Polychaeta","Annelida",0.655123616128352,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,NA,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,NA,NA,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA
"Henricia oculata","Hnro",123970,123970,"Henricia oculata","Henricia","Echinasteridae","Spinulosida","Asteroidea","Echinodermata",-0.341685804090108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.468643458706658,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,-0.272623417948399,NA
"Hesionura elongata","Hsne",130649,130649,"Hesionura elongata","Hesionura","Phyllodocidae","Phyllodocida","Polychaeta","Annelida",-0.441843688418278,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hiatella arctica","Htla",140103,140103,"Hiatella arctica","Hiatella","Hiatellidae","Euheterodonta","Bivalvia","Mollusca",-0.451382534544771,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homarus gammarus","Hmrg",107253,107253,"Homarus gammarus","Homarus","Nephropidae","Decapoda","Malacostraca","Arthropoda",-0.150908881560259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.359727247470203,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,2.52044964317193,-0.483031299273281,-0.247574060382591,-1.05192284732656
"Hyalinoecia tubicola","Hylt",130464,130464,"Hyalinoecia tubicola","Hyalinoecia","Onuphidae","Eunicida","Polychaeta","Annelida",-0.375071765532831,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyas coarctatus","Hysc",107323,107323,"Hyas coarctatus","Hyas","Oregoniidae","Decapoda","Malacostraca","Arthropoda",-0.431350957679137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrallmania falcata","Hydf",117890,117890,"Hydrallmania falcata","Hydrallmania","Sertulariidae","Leptothecata","Hydrozoa","Cnidaria",-0.0125956127261184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,1,NA,NA,NA,-0.11513960836387
"Peringia ulvae","Prnu",140126,151628,"Peringia ulvae","Hydrobia","Hydrobiidae","Littorinimorpha","Gastropoda","Mollusca",-0.483814611374845,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.648724047005975,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,0,0,-0.50858571395108,-0.483031299273281,-0.272863790571505,NA
"Inachus dorsettensis","Incd",107327,107327,"Inachus dorsettensis","Inachus","Inachidae","Decapoda","Malacostraca","Arthropoda",-0.203372535255967,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.0179264284936194,-0.271611322693215,NA
"Iphinoe trispinosa","Ipht",110462,110462,"Iphinoe trispinosa","Iphinoe","Bodotriidae","Cumacea","Malacostraca","Arthropoda",-0.479999072924248,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,0,1,0,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0.50858571395108,NA,NA,0.0877737285955577
"Jassa falcata","Jssf",102431,102431,"Jassa falcata","Jassa","Ischyroceridae","Amphipoda","Malacostraca","Arthropoda",-0.422765996165293,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,NA,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-0.50858571395108,NA,NA,NA
"Laevicardium crassum","Lvcc",139004,139004,"Laevicardium crassum","Laevicardium","Cardiidae","Veneroida","Bivalvia","Mollusca",-0.422765996165293,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lanice conchilega","Lncc",131495,131495,"Lanice conchilega","Lanice","Terebellidae","Terebellida","Polychaeta","Annelida",-0.203372535255967,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,NA,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,1,1,NA,NA,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,NA,0.0179264284936194,NA,NA
"Liocarcinus depurator","Lcrd",107387,107387,"Liocarcinus depurator","Liocarcinus","Polybiidae","Decapoda","Malacostraca","Arthropoda",-0.451382534544771,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,NA,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.50858571395108,NA,-0.214680964589107,NA
"Liocarcinus holsatus","Lcrh",107388,107388,"Liocarcinus holsatus","Liocarcinus","Polybiidae","Decapoda","Malacostraca","Arthropoda",-0.454244188382718,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,-0.18051451742775,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,NA,NA,NA
"Liocarcinus marmoreus","Lcrm",107390,107390,"Liocarcinus marmoreus","Liocarcinus","Polybiidae","Decapoda","Malacostraca","Arthropoda",-0.456151957608017,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Littorina littorea","Lttl",140262,140262,"Littorina littorea","Littorina","Littorinidae","Littorinimorpha","Gastropoda","Mollusca",-0.184294843002982,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,-0.18051451742775,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.789572296244495,-0.483031299273281,-0.247574060382591,-1.05530473627588
"Lucinoma borealis","Lcnb",140283,140283,"Lucinoma borealis","Lucinoma","Lucinidae","Lucinoida","Bivalvia","Mollusca",-0.451382534544771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luidia ciliaris","Ldcl",123920,123920,"Luidia ciliaris","Luidia","Luidiidae","Paxillosida","Asteroidea","Echinodermata",5.23376975684472,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.468643458706658,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,NA,NA,NA
"Macoma balthica","Mcmb",141579,141579,"Macoma balthica","Macoma","Tellinidae","Veneroida","Bivalvia","Mollusca",-0.465690803734509,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,-0.18051451742775,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,NA,2.02175733956122,-0.260225251072393,NA
